2022-01-04 08:04:00, 0, 46395.41
2022-01-04 08:05:00, 46397.18, 46395.41
2022-01-04 08:06:00, 46397.18, 46395.41
2022-01-04 08:07:00, 46397.18, 46395.41
2022-01-04 08:08:00, 46397.18, 46395.41
2022-01-04 08:09:00, 46397.18, 46395.41
2022-01-04 08:10:00, 46397.18, 46395.41
2022-01-04 08:11:00, 46397.18, 46395.41
2022-01-04 08:12:00, 46397.18, 46395.41
2022-01-04 08:13:00, 46393.69, 46395.41
2022-01-04 08:14:00, 46393.69, 46395.41
2022-01-04 08:15:00, 46393.69, 46395.41
2022-01-04 08:16:00, 46393.69, 46363.795
2022-01-04 08:17:00, 46360.76666666666, 46363.795
2022-01-04 08:18:00, 46360.76666666666, 46363.795
2022-01-04 08:19:00, 46342.917499999996, 46363.795
2022-01-04 08:20:00, 46342.917499999996, 46363.795
2022-01-04 08:21:00, 46342.917499999996, 46363.795
2022-01-04 08:22:00, 46342.917499999996, 46334.21
2022-01-04 08:23:00, 46342.917499999996, 46334.21
2022-01-04 08:24:00, 46342.917499999996, 46308.8975
2022-01-04 08:25:00, 46342.917499999996, 46308.8975
2022-01-04 08:26:00, 46342.917499999996, 46308.8975
2022-01-04 08:27:00, 46342.917499999996, 46308.8975
2022-01-04 08:28:00, 46342.917499999996, 46308.8975
2022-01-04 08:29:00, 46342.917499999996, 46308.8975
2022-01-04 08:30:00, 46342.917499999996, 46344.248
2022-01-04 08:31:00, 46342.917499999996, 46344.248
2022-01-04 08:32:00, 46342.917499999996, 46344.248
2022-01-04 08:33:00, 46342.917499999996, 46344.248
2022-01-04 08:34:00, 46363.438, 46344.248
2022-01-04 08:35:00, 46363.438, 46344.248
2022-01-04 08:36:00, 46363.438, 46344.248
2022-01-04 08:37:00, 46363.438, 46344.248
2022-01-04 08:38:00, 46363.438, 46344.248
2022-01-04 08:39:00, 46363.438, 46344.248
2022-01-04 08:40:00, 46363.438, 46344.248
2022-01-04 08:41:00, 46363.438, 46344.248
2022-01-04 08:42:00, 46363.438, 46341.346666666665
2022-01-04 08:43:00, 46363.438, 46341.346666666665
2022-01-04 08:44:00, 46363.438, 46341.346666666665
2022-01-04 08:45:00, 46363.438, 46341.346666666665
2022-01-04 08:46:00, 46354.244999999995, 46341.346666666665
2022-01-04 08:47:00, 46354.244999999995, 46337.52285714286
2022-01-04 08:48:00, 46354.244999999995, 46337.52285714286
2022-01-04 08:49:00, 46354.244999999995, 46332.81375
2022-01-04 08:50:00, 46354.244999999995, 46332.81375
2022-01-04 08:51:00, 46354.244999999995, 46332.81375
2022-01-04 08:52:00, 46354.244999999995, 46332.81375
2022-01-04 08:53:00, 46354.244999999995, 46332.81375
2022-01-04 08:54:00, 46354.244999999995, 46332.81375
