date,a,b
2022-01-07 08:05:00, 43067.56, 43085.06
2022-01-07 08:10:00, 42997.16, 43085.06
2022-01-07 08:13:00, 42971.16, 43085.06
2022-01-07 08:21:00, 42955.665, 43085.06
2022-01-07 08:26:00, 42937.956, 43085.06
2022-01-07 08:36:00, 42919.145000000004, 43085.06
2022-01-07 08:39:00, 42919.145000000004, 42944.68
2022-01-07 08:40:00, 42906.68571428571, 42944.68
2022-01-07 08:42:00, 42906.68571428571, 42888.35666666667
2022-01-07 08:43:00, 42892.18875, 42888.35666666667
2022-01-07 08:51:00, 42886.01666666667, 42888.35666666667
2022-01-07 08:53:00, 42886.01666666667, 42872.03
2022-01-07 08:56:00, 42886.01666666667, 42858.818
2022-01-07 08:59:00, 42876.214, 42858.818
2022-01-07 09:05:00, 42876.214, 42864.70166666667
2022-01-07 09:07:00, 42876.214, 42876.887142857144
2022-01-07 09:10:00, 42881.93, 42876.887142857144
2022-01-07 09:14:00, 42884.96, 42876.887142857144
2022-01-07 09:15:00, 42884.96, 42879.70125
2022-01-07 09:18:00, 42885.512307692305, 42879.70125
2022-01-07 09:33:00, 42885.512307692305, 42889.58666666667
2022-01-07 09:35:00, 42892.12142857143, 42889.58666666667
2022-01-07 09:36:00, 42892.12142857143, 42895.646
2022-01-07 09:42:00, 42892.12142857143, 42898.266363636365
2022-01-07 09:45:00, 42895.75066666667, 42898.266363636365
2022-01-07 09:48:00, 42895.75066666667, 42904.26833333333
2022-01-07 09:52:00, 42895.75066666667, 42911.377692307695
2022-01-07 10:04:00, 42901.649375, 42911.377692307695
2022-01-07 10:05:00, 42901.649375, 42914.452142857146
2022-01-07 10:06:00, 42904.67, 42914.452142857146
2022-01-07 10:09:00, 42902.72111111111, 42914.452142857146
2022-01-07 10:15:00, 42902.61, 42914.452142857146
2022-01-07 10:16:00, 42902.61, 42912.08866666667
2022-01-07 10:17:00, 42902.645, 42912.08866666667
2022-01-07 10:20:00, 42902.645, 42911.8775
2022-01-07 10:21:00, 42903.98619047619, 42911.8775
2022-01-07 10:29:00, 42905.097727272725, 42911.8775
2022-01-07 10:31:00, 42905.097727272725, 42911.620588235295
2022-01-07 10:40:00, 42902.07913043478, 42911.620588235295
2022-01-07 10:42:00, 42902.07913043478, 42904.38222222222
2022-01-07 10:43:00, 42897.93125, 42904.38222222222
2022-01-07 10:49:00, 42894.8224, 42904.38222222222
2022-01-07 11:01:00, 42894.8224, 42898.113684210526
2022-01-07 11:02:00, 42891.58576923077, 42898.113684210526
2022-01-07 11:09:00, 42891.58576923077, 42890.96
2022-01-07 11:19:00, 42888.054814814815, 42890.96
2022-01-07 11:21:00, 42888.054814814815, 42882.53
2022-01-07 11:24:00, 42869.08642857143, 42882.53
2022-01-07 11:28:00, 42845.35931034483, 42882.53
2022-01-07 11:30:00, 42823.458333333336, 42882.53
2022-01-07 11:31:00, 42823.458333333336, 42847.38318181818
2022-01-07 11:32:00, 42801.1935483871, 42847.38318181818
2022-01-07 11:33:00, 42801.1935483871, 42811.24130434783
2022-01-07 11:34:00, 42778.472187499996, 42811.24130434783
2022-01-07 11:39:00, 42752.973333333335, 42811.24130434783
2022-01-07 11:40:00, 42752.973333333335, 42771.693333333336
2022-01-07 11:41:00, 42726.074411764705, 42771.693333333336
2022-01-07 11:43:00, 42699.32171428572, 42771.693333333336
2022-01-07 11:46:00, 42699.32171428572, 42737.834
2022-01-07 11:48:00, 42699.32171428572, 42705.39807692308
2022-01-07 11:49:00, 42676.983611111114, 42705.39807692308
2022-01-07 11:51:00, 42656.38945945946, 42705.39807692308
2022-01-07 11:53:00, 42656.38945945946, 42673.287407407406
2022-01-07 11:56:00, 42656.38945945946, 42640.49785714286
2022-01-07 11:57:00, 42633.34078947368, 42640.49785714286
2022-01-07 11:59:00, 42633.34078947368, 42611.16931034483
2022-01-07 12:01:00, 42612.961282051285, 42611.16931034483
2022-01-07 12:02:00, 42612.961282051285, 42586.287000000004
2022-01-07 12:04:00, 42612.961282051285, 42558.27774193548
2022-01-07 12:07:00, 42591.1785, 42558.27774193548
2022-01-07 12:10:00, 42591.1785, 42535.57375
2022-01-07 12:11:00, 42571.92975609756, 42535.57375
2022-01-07 12:14:00, 42571.92975609756, 42511.31878787879
2022-01-07 12:20:00, 42541.17738095238, 42511.31878787879
2022-01-07 12:22:00, 42516.66744186047, 42511.31878787879
2022-01-07 12:23:00, 42516.66744186047, 42477.897352941174
2022-01-07 12:25:00, 42491.46386363637, 42477.897352941174
2022-01-07 12:27:00, 42491.46386363637, 42448.23742857143
2022-01-07 12:36:00, 42464.10533333333, 42448.23742857143
2022-01-07 12:39:00, 42440.625869565214, 42448.23742857143
2022-01-07 12:40:00, 42440.625869565214, 42418.635833333334
2022-01-07 12:41:00, 42418.482127659576, 42418.635833333334
2022-01-07 12:43:00, 42396.47145833333, 42418.635833333334
2022-01-07 12:47:00, 42396.47145833333, 42395.54027027027
2022-01-07 12:51:00, 42396.47145833333, 42376.139210526315
