date,a,b
2022-01-06 08:23:00, 43419.69666666667, 43356.7
2022-01-06 08:24:00, 43410.26, 43356.7
2022-01-06 08:31:00, 43450.248, 43356.7
2022-01-06 08:34:00, 43484.276666666665, 43356.7
2022-01-06 08:37:00, 43484.276666666665, 43518.435
2022-01-06 08:39:00, 43510.05, 43518.435
2022-01-06 08:40:00, 43510.05, 43551.439999999995
2022-01-06 08:42:00, 43526.205, 43551.439999999995
2022-01-06 08:45:00, 43526.205, 43555.7625
2022-01-06 08:47:00, 43529.52222222222, 43555.7625
2022-01-06 08:52:00, 43529.52222222222, 43567.587999999996
2022-01-06 08:56:00, 43541.315, 43567.587999999996
2022-01-06 08:57:00, 43541.315, 43577.20166666667
2022-01-06 08:59:00, 43551.740909090906, 43577.20166666667
2022-01-06 09:01:00, 43551.740909090906, 43579.97142857143
2022-01-06 09:04:00, 43551.740909090906, 43581.744999999995
2022-01-06 09:10:00, 43551.740909090906, 43576.67111111111
2022-01-06 09:12:00, 43552.21666666667, 43576.67111111111
2022-01-06 09:19:00, 43552.21666666667, 43591.095
2022-01-06 09:23:00, 43552.21666666667, 43598.46818181818
2022-01-06 09:29:00, 43554.07692307692, 43598.46818181818
2022-01-06 09:30:00, 43554.07692307692, 43595.6175
2022-01-06 09:33:00, 43556.37285714286, 43595.6175
2022-01-06 09:36:00, 43557.736666666664, 43595.6175
2022-01-06 09:50:00, 43556.36125, 43595.6175
2022-01-06 09:51:00, 43556.36125, 43588.31076923077
2022-01-06 10:00:00, 43556.36125, 43580.997142857144
2022-01-06 10:01:00, 43552.105294117646, 43580.997142857144
2022-01-06 10:03:00, 43549.79388888889, 43580.997142857144
2022-01-06 10:07:00, 43549.79388888889, 43578.424
2022-01-06 10:13:00, 43541.70210526316, 43578.424
2022-01-06 10:14:00, 43541.70210526316, 43563.423125
2022-01-06 10:17:00, 43532.6375, 43563.423125
2022-01-06 10:19:00, 43532.6375, 43546.986470588236
2022-01-06 10:25:00, 43532.6375, 43535.471666666665
2022-01-06 10:30:00, 43520.29761904762, 43535.471666666665
2022-01-06 10:33:00, 43512.305, 43535.471666666665
2022-01-06 10:34:00, 43512.305, 43524.21842105263
2022-01-06 10:50:00, 43508.72652173913, 43524.21842105263
2022-01-06 11:01:00, 43508.72652173913, 43510.1295
2022-01-06 11:03:00, 43499.862916666665, 43510.1295
2022-01-06 11:06:00, 43488.3232, 43510.1295
2022-01-06 11:08:00, 43476.72, 43510.1295
2022-01-06 11:11:00, 43464.66777777778, 43510.1295
2022-01-06 11:16:00, 43464.66777777778, 43494.60380952381
2022-01-06 11:19:00, 43453.385714285716, 43494.60380952381
2022-01-06 11:21:00, 43444.30310344828, 43494.60380952381
2022-01-06 11:25:00, 43436.44, 43494.60380952381
2022-01-06 11:37:00, 43436.44, 43480.060454545455
2022-01-06 11:46:00, 43436.44, 43462.30086956522
2022-01-06 11:49:00, 43420.08, 43462.30086956522
2022-01-06 11:51:00, 43406.4053125, 43462.30086956522
2022-01-06 11:53:00, 43406.4053125, 43440.56958333333
2022-01-06 11:54:00, 43392.513636363634, 43440.56958333333
2022-01-06 11:55:00, 43392.513636363634, 43417.0488
2022-01-06 11:57:00, 43376.245, 43417.0488
2022-01-06 11:58:00, 43376.245, 43394.12192307692
2022-01-06 12:02:00, 43376.245, 43374.26703703704
2022-01-06 12:06:00, 43376.245, 43352.5075
2022-01-06 12:14:00, 43376.245, 43340.58
2022-01-06 12:15:00, 43367.10942857143, 43340.58
2022-01-06 12:17:00, 43367.10942857143, 43331.89466666667
2022-01-06 12:19:00, 43367.10942857143, 43322.899032258065
2022-01-06 12:24:00, 43367.10942857143, 43309.82625
2022-01-06 12:25:00, 43356.70444444445, 43309.82625
2022-01-06 12:27:00, 43356.70444444445, 43298.63636363636
2022-01-06 12:31:00, 43344.02891891892, 43298.63636363636
2022-01-06 12:34:00, 43344.02891891892, 43284.86058823529
2022-01-06 12:35:00, 43331.51815789474, 43284.86058823529
2022-01-06 12:37:00, 43331.51815789474, 43269.438571428575
