,date,open,high,low,close,volume,quote_volume
0,2025-01-16 12:10:00,99550.9,99635.0,99550.8,99635.0,296.808,29559934.8013
1,2025-01-16 12:11:00,99635.0,99635.0,99603.6,99603.7,41.543,4138524.7461
2,2025-01-16 12:12:00,99603.7,99603.7,99593.6,99593.6,49.69,4949120.6365
3,2025-01-16 12:13:00,99593.6,99600.0,99579.3,99600.0,24.424,2432481.9917
4,2025-01-16 12:14:00,99600.0,99600.0,99580.0,99586.7,42.006,4183269.5047
5,2025-01-16 12:15:00,99586.7,99586.7,99531.8,99531.9,35.903,3574774.1202
6,2025-01-16 12:16:00,99531.9,99581.5,99531.8,99581.4,22.715,2261590.5361
7,2025-01-16 12:17:00,99581.5,99623.3,99581.4,99599.3,46.637,4645337.7266
8,2025-01-16 12:18:00,99599.4,99599.4,99571.9,99572.0,14.617,1455536.6669
9,2025-01-16 12:19:00,99572.0,99603.0,99568.7,99568.7,15.928,1586128.1054
10,2025-01-16 12:20:00,99568.7,99576.0,99543.7,99571.7,23.993,2388597.3348
11,2025-01-16 12:21:00,99571.0,99598.2,99539.1,99598.1,20.52,2043134.6139
12,2025-01-16 12:22:00,99598.1,99598.2,99578.7,99578.9,16.951,1688126.7035
13,2025-01-16 12:23:00,99578.8,99587.5,99560.0,99568.4,26.599,2648581.0735
14,2025-01-16 12:24:00,99568.3,99568.4,99527.9,99528.4,32.896,3274497.2734
15,2025-01-16 12:25:00,99528.4,99547.6,99522.1,99530.4,34.351,3418964.3571
16,2025-01-16 12:26:00,99530.5,99530.5,99509.2,99514.5,20.391,2029370.6401
17,2025-01-16 12:27:00,99514.5,99570.6,99514.5,99570.5,32.503,3235211.3064
18,2025-01-16 12:28:00,99570.5,99591.9,99562.4,99591.8,20.803,2071382.0797
19,2025-01-16 12:29:00,99591.8,99591.9,99561.3,99568.2,20.158,2007122.5395
20,2025-01-16 12:30:00,99568.1,99568.2,99553.8,99553.8,21.753,2165794.3942
21,2025-01-16 12:31:00,99553.6,99584.8,99545.5,99578.1,30.143,3001021.1922
22,2025-01-16 12:32:00,99578.1,99578.2,99558.1,99558.1,10.711,1066490.0911
23,2025-01-16 12:33:00,99558.1,99570.3,99555.6,99555.6,28.3,2817618.5193
24,2025-01-16 12:34:00,99555.6,99623.0,99555.6,99623.0,23.577,2347864.9488
25,2025-01-16 12:35:00,99622.9,99633.1,99604.0,99620.0,34.799,3466632.4214
26,2025-01-16 12:36:00,99620.0,99650.0,99603.7,99649.9,65.848,6559816.8786
27,2025-01-16 12:37:00,99650.0,99655.4,99627.3,99627.3,38.152,3801684.2397
28,2025-01-16 12:38:00,99627.3,99631.9,99616.2,99616.2,18.023,1795602.4371
29,2025-01-16 12:39:00,99616.2,99662.0,99616.2,99633.0,60.429,6021062.6487
30,2025-01-16 12:40:00,99633.0,99633.1,99574.7,99581.9,56.323,5609815.8334
31,2025-01-16 12:41:00,99581.9,99582.0,99568.2,99568.2,19.539,1945558.6778
32,2025-01-16 12:42:00,99568.2,99580.0,99568.0,99568.0,29.152,2902664.9429
33,2025-01-16 12:43:00,99568.1,99585.0,99568.0,99581.1,22.739,2264319.4949
34,2025-01-16 12:44:00,99581.1,99581.1,99558.2,99558.2,20.208,2012065.4546
35,2025-01-16 12:45:00,99558.2,99558.3,99528.0,99553.9,40.742,4055640.2483
36,2025-01-16 12:46:00,99553.9,99554.0,99507.0,99519.0,32.798,3264355.3694
37,2025-01-16 12:47:00,99518.9,99548.4,99518.9,99535.8,21.016,2091752.6575
38,2025-01-16 12:48:00,99535.7,99548.4,99527.9,99538.4,44.81,4460395.5912
39,2025-01-16 12:49:00,99538.3,99548.0,99510.3,99510.3,16.934,1685321.2621
40,2025-01-16 12:50:00,99510.3,99550.0,99510.3,99549.9,11.528,1147374.4332
41,2025-01-16 12:51:00,99549.9,99564.5,99549.9,99564.4,12.264,1220982.7249
42,2025-01-16 12:52:00,99564.3,99564.4,99543.8,99543.8,36.328,3616630.1035
43,2025-01-16 12:53:00,99543.8,99565.0,99537.0,99561.5,14.949,1488170.3626
44,2025-01-16 12:54:00,99561.4,99567.2,99549.6,99549.6,12.385,1233074.1075
45,2025-01-16 12:55:00,99549.6,99549.7,99542.1,99542.1,17.249,1717082.749
46,2025-01-16 12:56:00,99542.2,99542.2,99520.3,99520.3,19.136,1904642.5502
47,2025-01-16 12:57:00,99520.3,99558.2,99520.3,99558.1,21.314,2121635.813
48,2025-01-16 12:58:00,99558.1,99558.2,99552.1,99558.1,15.004,1493749.2083
49,2025-01-16 12:59:00,99558.1,99576.6,99558.1,99573.1,12.279,1222627.9836
50,2025-01-16 13:00:00,99573.0,99573.0,99533.8,99533.9,52.508,5227577.1609
