,date,open,high,low,close,volume,quote_volume
0,2025-01-23 15:25:00,102350.6,102350.6,102290.0,102290.2,72.438,7411361.7593
1,2025-01-23 15:26:00,102290.3,102299.8,102252.0,102253.4,32.202,3293479.0858
2,2025-01-23 15:27:00,102210.9,102291.9,102192.8,102278.9,54.427,5564447.6419
3,2025-01-23 15:28:00,102262.9,102273.9,102260.0,102262.7,24.054,2459997.7974
4,2025-01-23 15:29:00,102262.7,102317.3,102262.7,102299.9,42.199,4316633.059
5,2025-01-23 15:30:00,102300.0,102327.3,102280.0,102280.0,34.684,3548606.5637
6,2025-01-23 15:31:00,102280.0,102299.9,102273.9,102292.4,26.504,2710863.2191
7,2025-01-23 15:32:00,102292.5,102292.5,102108.0,102120.3,99.232,10142156.3684
8,2025-01-23 15:34:00,102295.3,102295.3,102295.2,102295.2,0.223,22811.8507
9,2025-01-23 15:35:00,102390.5,102391.4,102390.4,102391.3,2.148,219934.8214
10,2025-01-23 15:36:00,102394.8,102403.8,102382.4,102382.5,14.674,1502582.4253
11,2025-01-23 15:37:00,102435.3,102445.6,102420.1,102437.5,18.316,1876124.7781
12,2025-01-23 15:38:00,102429.6,102429.6,102423.7,102423.7,4.943,506302.9323
13,2025-01-23 15:39:00,102488.7,102530.0,102486.0,102522.9,50.922,5219967.7444
14,2025-01-23 15:40:00,102470.1,102492.0,102465.2,102489.4,14.939,1530931.4206
15,2025-01-23 15:41:00,102489.5,102489.5,102470.0,102470.9,4.904,502535.3576
16,2025-01-23 15:42:00,102447.6,102447.6,102412.3,102419.4,26.274,2691158.5471
17,2025-01-23 15:43:00,102423.9,102424.0,102355.6,102355.7,59.626,6105231.0995
18,2025-01-23 15:44:00,102362.0,102386.1,102362.0,102382.5,20.908,2140512.0403
19,2025-01-23 15:45:00,102400.0,102424.9,102394.8,102424.9,21.994,2252326.757
20,2025-01-23 15:46:00,102466.0,102518.5,102465.9,102513.2,24.486,2509655.6061
21,2025-01-23 15:47:00,102524.8,102562.1,102524.7,102550.8,32.427,3325139.0778
22,2025-01-23 15:48:00,102561.1,102633.1,102561.1,102629.9,68.844,7064028.1474
23,2025-01-23 15:49:00,102594.0,102627.2,102594.0,102618.1,25.348,2601195.9783
24,2025-01-23 15:50:00,102604.0,102606.0,102570.0,102606.0,66.989,6871998.1622
25,2025-01-23 15:51:00,102594.5,102632.3,102581.0,102627.5,41.554,4263913.1836
26,2025-01-23 15:52:00,102622.2,102674.2,102621.6,102658.0,90.814,9322166.6893
27,2025-01-23 15:53:00,102637.6,102651.3,102591.2,102591.2,36.595,3755749.9655
28,2025-01-23 15:54:00,102591.2,102637.7,102591.1,102619.5,28.751,2950325.8007
29,2025-01-23 15:55:00,102596.5,102641.0,102596.5,102640.9,32.802,3366005.7426
30,2025-01-23 15:56:00,102640.9,102656.0,102603.0,102649.9,35.165,3609263.2882
31,2025-01-23 15:57:00,102649.9,102665.2,102608.5,102663.3,54.623,5606278.6073
32,2025-01-23 15:58:00,102663.4,102753.0,102660.0,102728.9,78.57,8069726.7536
33,2025-01-23 15:59:00,102722.5,102722.5,102650.0,102668.4,38.548,3957846.8591
34,2025-01-23 16:01:00,102555.3,102576.4,102555.3,102576.4,4.94,506670.4396
35,2025-01-23 16:02:00,102605.7,102605.7,102605.6,102605.6,0.784,80442.8454
36,2025-01-23 16:03:00,102576.9,102577.0,102576.9,102576.9,1.894,194280.6813
37,2025-01-23 16:04:00,102562.7,102583.3,102546.5,102560.5,12.717,1304432.8502
38,2025-01-23 16:05:00,102579.2,102579.2,102553.2,102553.2,5.319,545534.2709
39,2025-01-23 16:06:00,102521.1,102537.3,102521.1,102534.2,11.926,1222748.0431
40,2025-01-23 16:07:00,102508.7,102516.7,102477.2,102477.2,13.91,1425757.2269
41,2025-01-23 16:08:00,102388.9,102427.2,102388.9,102424.2,22.296,2283414.1781
42,2025-01-23 16:09:00,102428.8,102428.8,102405.8,102405.8,8.234,843340.0459
43,2025-01-23 16:10:00,102398.6,102398.7,102388.9,102388.9,7.667,785037.2665
44,2025-01-23 16:11:00,102396.4,102408.3,102370.7,102384.5,26.79,2742893.5229
45,2025-01-23 16:12:00,102360.3,102386.4,102340.2,102386.4,24.529,2510851.6377
46,2025-01-23 16:13:00,102432.9,102463.8,102432.9,102443.3,17.745,1817825.2264
47,2025-01-23 16:14:00,102446.6,102471.7,102443.2,102443.3,6.665,682859.4824
48,2025-01-23 16:15:00,102443.3,102498.9,102443.3,102468.9,30.417,3117105.2993
49,2025-01-23 16:16:00,102519.6,102523.6,102500.0,102523.6,12.405,1271650.105
50,2025-01-23 16:17:00,102509.1,102542.9,102473.3,102542.8,20.918,2144238.2458
51,2025-01-23 16:18:00,102527.0,102541.0,102514.3,102530.4,29.571,3031942.8021
52,2025-01-23 16:19:00,102530.4,102538.8,102494.4,102499.8,37.567,3850869.3044
53,2025-01-23 16:20:00,102513.7,102550.0,102476.6,102543.4,65.933,6759032.7443
54,2025-01-23 16:21:00,102562.2,102562.2,102398.6,102398.6,37.781,3871166.7492
55,2025-01-23 16:22:00,102392.0,102392.0,102241.6,102284.4,166.142,16997009.9073
56,2025-01-23 16:23:00,102297.6,102340.2,102289.0,102316.9,65.494,6701100.7168
57,2025-01-23 16:24:00,102317.0,102366.8,102296.4,102356.5,21.362,2185957.5964
58,2025-01-23 16:25:00,102356.4,102392.3,102353.1,102392.2,15.992,1637094.2581
59,2025-01-23 16:26:00,102401.1,102401.1,102360.6,102391.2,22.627,2316485.3281
60,2025-01-23 16:27:00,102391.2,102391.2,102361.1,102368.0,18.056,1848527.0503
61,2025-01-23 16:29:00,102316.2,102316.2,102316.1,102316.2,0.932,95358.6804
62,2025-01-23 16:30:00,102348.7,102360.8,102348.7,102360.7,3.843,393331.6561
63,2025-01-23 16:31:00,102401.0,102401.0,102400.9,102401.0,0.279,28569.8788
64,2025-01-23 16:32:00,102375.4,102402.8,102375.4,102397.7,2.119,216970.6033
65,2025-01-23 16:33:00,102394.8,102394.8,102286.7,102286.8,18.383,1881312.751
66,2025-01-23 16:34:00,102316.0,102344.0,102309.8,102317.4,31.25,3197731.1219
67,2025-01-23 16:35:00,102334.2,102339.9,102252.6,102267.2,62.503,6393943.0094
68,2025-01-23 16:36:00,102287.5,102312.0,102258.3,102304.4,56.49,5777729.0592
69,2025-01-23 16:37:00,102304.3,102304.4,102251.1,102258.8,23.618,2415430.8185
70,2025-01-23 16:38:00,102245.0,102271.8,102245.0,102270.3,14.252,1457462.1053
71,2025-01-23 16:39:00,102270.3,102402.4,102207.1,102318.5,308.219,31533732.3739
72,2025-01-23 16:41:00,102377.6,102377.7,102364.8,102364.8,2.592,265350.1697
73,2025-01-23 16:42:00,102306.6,102306.7,102306.6,102306.6,0.232,23735.1313
74,2025-01-23 16:43:00,102312.8,102347.0,102312.8,102347.0,3.159,323274.764
75,2025-01-23 16:44:00,102420.1,102420.1,102401.0,102401.1,11.106,1137384.6442
76,2025-01-23 16:45:00,102422.1,102422.1,102422.0,102422.1,2.601,266399.6882
77,2025-01-23 16:46:00,102478.3,102478.4,102458.2,102458.2,3.393,347675.8338
78,2025-01-23 16:47:00,102377.3,102400.9,102377.3,102400.8,8.711,891877.181
79,2025-01-23 16:48:00,102349.1,102349.2,102306.6,102306.6,22.457,2297836.9913
80,2025-01-23 16:49:00,102171.5,102192.7,102171.4,102178.5,12.591,1286585.0476
81,2025-01-23 16:50:00,102195.9,102220.8,102180.1,102207.9,23.158,2366927.8024
82,2025-01-23 16:51:00,102199.7,102212.1,102170.1,102184.8,57.306,5855797.9599
83,2025-01-23 16:52:00,102171.4,102190.3,102156.0,102174.4,27.002,2758739.7083
84,2025-01-23 16:53:00,102070.2,102082.0,102030.0,102040.1,30.495,3112040.2676
85,2025-01-23 16:54:00,102092.9,102161.3,102080.0,102129.6,36.133,3689871.1074
86,2025-01-23 16:55:00,102130.6,102213.7,102130.6,102213.7,44.375,4534340.41
87,2025-01-23 16:56:00,102207.2,102234.5,102191.9,102209.1,63.043,6444070.1572
88,2025-01-23 16:57:00,102216.3,102216.3,102179.0,102212.2,29.201,2984461.8775
89,2025-01-23 16:58:00,102184.2,102192.0,102184.0,102191.9,12.766,1304514.0849
90,2025-01-23 16:59:00,102204.1,102204.1,102181.7,102185.9,29.206,2984825.3428
91,2025-01-23 17:00:00,102181.8,102254.8,102150.0,102220.4,110.509,11293480.5677
92,2025-01-23 17:01:00,102190.4,102190.5,102151.2,102178.5,43.522,4446363.5173
93,2025-01-23 17:02:00,102241.0,102265.9,102240.9,102265.8,31.328,3203511.658
94,2025-01-23 17:03:00,102273.6,102293.5,102267.7,102287.1,35.749,3656273.0907
95,2025-01-23 17:04:00,102319.7,102338.0,102300.8,102338.0,26.824,2744474.4302
96,2025-01-23 17:05:00,102338.0,102349.1,102308.5,102334.6,33.326,3410522.3891
97,2025-01-23 17:06:00,102329.8,102337.5,102287.2,102309.5,30.649,3135738.2643
98,2025-01-23 17:07:00,102287.3,102340.2,102287.3,102340.2,28.975,2964459.018
99,2025-01-23 17:08:00,102340.4,102386.2,102317.3,102334.9,54.497,5577758.4041
100,2025-01-23 17:10:00,102238.5,102238.6,102234.1,102234.1,3.07,313859.8419
101,2025-01-23 17:11:00,102331.5,102331.6,102331.5,102331.5,0.798,81660.6011
102,2025-01-23 17:12:00,102355.6,102366.8,102355.5,102366.8,3.703,379041.6458
103,2025-01-23 17:13:00,102414.2,102420.4,102414.2,102415.9,4.399,450543.868
104,2025-01-23 17:14:00,102430.0,102430.0,102429.9,102429.9,1.998,204655.0997
105,2025-01-23 17:15:00,102408.3,102410.2,102386.8,102386.8,3.863,395553.4716
106,2025-01-23 17:16:00,102373.2,102373.2,102360.6,102360.6,12.065,1235049.7039
107,2025-01-23 17:17:00,102347.4,102354.7,102347.4,102347.5,4.026,412056.0899
108,2025-01-23 17:18:00,102322.5,102322.6,102310.0,102318.5,5.32,544324.2706
109,2025-01-23 17:19:00,102332.8,102334.9,102313.7,102319.1,9.224,943851.1002
110,2025-01-23 17:20:00,102350.0,102364.0,102335.6,102357.5,11.858,1213640.5553
111,2025-01-23 17:21:00,102336.2,102370.1,102336.1,102370.1,5.787,592298.883
112,2025-01-23 17:22:00,102383.8,102383.8,102367.2,102367.2,7.815,800094.8144
113,2025-01-23 17:23:00,102387.6,102387.6,102360.0,102362.7,12.084,1237040.1649
114,2025-01-23 17:24:00,102350.1,102350.1,102336.6,102336.6,7.001,716518.4477
115,2025-01-23 17:25:00,102290.0,102290.1,102183.4,102238.5,62.007,6338900.9676
116,2025-01-23 17:26:00,102220.6,102234.7,102204.1,102204.2,18.771,1918805.2028
117,2025-01-23 17:27:00,102225.2,102231.5,102214.8,102228.6,19.45,1988256.7002
118,2025-01-23 17:28:00,102234.1,102234.1,102215.0,102232.7,16.933,1731006.7717
119,2025-01-23 17:29:00,102232.6,102278.1,102232.6,102278.1,21.1,2157604.1947
120,2025-01-23 17:30:00,102283.7,102283.8,102238.6,102263.4,26.223,2681455.5651
121,2025-01-23 17:31:00,102253.7,102254.9,102167.0,102167.0,31.431,3212524.7287
122,2025-01-23 17:32:00,102130.0,102245.7,102118.3,102207.2,100.311,10249681.0954
123,2025-01-23 17:33:00,102219.5,102227.6,102065.4,102101.3,91.474,9341549.4925
124,2025-01-23 17:34:00,102125.6,102125.6,101821.6,101890.9,679.764,69287007.015
125,2025-01-23 17:35:00,101880.6,101980.1,101877.2,101927.4,102.467,10443464.6287
126,2025-01-23 17:36:00,101906.2,101973.8,101877.2,101932.0,106.93,10897446.7397
127,2025-01-23 17:37:00,101939.3,101975.2,101921.4,101934.1,58.202,5932927.1613
128,2025-01-23 17:38:00,101934.1,101937.5,101866.6,101880.9,136.035,13861139.4829
129,2025-01-23 17:40:00,101940.8,101946.5,101940.7,101943.7,2.851,290638.5647
130,2025-01-23 17:41:00,101918.5,101929.6,101918.4,101929.6,1.645,167662.2399
131,2025-01-23 17:42:00,101975.1,101982.5,101961.0,101961.1,12.67,1291909.7515
132,2025-01-23 17:43:00,101957.8,101963.9,101957.8,101963.9,6.439,656543.0158
133,2025-01-23 17:44:00,101935.2,101935.2,101872.2,101872.3,37.557,3827358.6532
134,2025-01-23 17:45:00,101871.2,101891.8,101867.1,101885.7,21.975,2238698.6904
135,2025-01-23 17:46:00,101892.1,101907.6,101889.0,101889.0,30.937,3152310.5809
136,2025-01-23 17:47:00,101921.4,101926.7,101904.2,101926.7,12.67,1291271.7037
137,2025-01-23 17:48:00,101949.1,101959.0,101892.1,101892.1,21.31,2171918.7403
138,2025-01-23 17:49:00,101848.2,101848.2,101830.5,101835.6,38.702,3941210.7045
139,2025-01-23 17:50:00,101862.7,101862.8,101820.0,101820.0,55.305,5631911.8249
140,2025-01-23 17:51:00,101765.6,101803.5,101760.2,101786.2,103.169,10500365.7717
141,2025-01-23 17:52:00,101710.3,101735.6,101625.1,101687.1,220.303,22398586.5403
142,2025-01-23 17:53:00,101696.4,101699.5,101585.7,101645.9,188.7,19177644.3407
143,2025-01-23 17:54:00,101650.2,101650.2,101623.0,101634.7,142.757,14508739.472
144,2025-01-23 17:55:00,101612.5,101660.1,101612.5,101622.7,45.072,4581041.7723
