date,a,b
2025-01-24 19:04:00, 105364.1, 105358.3
2025-01-24 19:05:00, 105364.1, 105358.85
2025-01-24 19:12:00, 105332.3, 105358.85
2025-01-24 19:14:00, 105334.26666666666, 105358.85
2025-01-24 19:16:00, 105344.225, 105358.85
2025-01-24 19:18:00, 105344.225, 105378.6
2025-01-24 19:32:00, 105344.225, 105358.95
2025-01-24 19:35:00, 105323.84, 105358.95
2025-01-24 19:37:00, 105323.84, 105333.9
2025-01-24 19:41:00, 105305.53333333334, 105333.9
2025-01-24 19:43:00, 105305.53333333334, 105307.26666666666
2025-01-24 19:55:00, 105305.53333333334, 105321.74285714286
2025-01-24 20:00:00, 105324.0, 105321.74285714286
2025-01-24 20:01:00, 105324.0, 105334.1125
2025-01-24 20:05:00, 105324.0, 105344.86666666667
2025-01-24 20:07:00, 105333.525, 105344.86666666667
2025-01-24 20:08:00, 105333.525, 105336.61
2025-01-24 20:09:00, 105326.05555555556, 105336.61
2025-01-24 20:10:00, 105326.05555555556, 105323.5
2025-01-24 20:11:00, 105312.65, 105323.5
2025-01-24 20:13:00, 105303.57272727272, 105323.5
2025-01-24 20:15:00, 105295.98333333334, 105314.25
2025-01-24 20:18:00, 105295.98333333334, 105307.54615384615
2025-01-24 20:21:00, 105295.98333333334, 105309.31428571428
2025-01-24 20:25:00, 105295.98333333334, 105306.61333333333
2025-01-24 20:26:00, 105296.3, 105306.61333333333
2025-01-24 20:29:00, 105296.3, 105305.575
2025-01-24 20:31:00, 105303.71428571429, 105305.575
2025-01-24 20:34:00, 105308.55333333333, 105309.73529411765
2025-01-24 20:46:00, 105308.55333333333, 105312.13888888889
2025-01-24 20:52:00, 105308.55333333333, 105317.81052631579
2025-01-24 20:54:00, 105308.55333333333, 105320.905
2025-01-24 20:55:00, 105312.96250000001, 105320.905
2025-01-24 20:57:00, 105312.96250000001, 105325.48571428572
2025-01-24 21:03:00, 105312.96250000001, 105337.46818181819
2025-01-24 21:06:00, 105312.96250000001, 105340.42173913044
2025-01-24 21:14:00, 105306.4705882353, 105340.42173913044
2025-01-24 21:20:00, 105295.3111111111, 105340.42173913044
2025-01-24 21:22:00, 105295.3111111111, 105327.50833333333
2025-01-24 21:24:00, 105280.31578947368, 105327.50833333333
2025-01-24 21:27:00, 105280.31578947368, 105319.268
2025-01-24 21:31:00, 105280.31578947368, 105314.85384615384
2025-01-24 21:36:00, 105273.53, 105314.85384615384
2025-01-24 21:37:00, 105273.53, 105308.27407407407
2025-01-24 21:38:00, 105267.33333333333, 105308.27407407407
2025-01-24 21:39:00, 105267.33333333333, 105301.64642857143
2025-01-24 21:42:00, 105255.16818181818, 105301.64642857143
2025-01-24 21:44:00, 105244.1, 105301.64642857143
2025-01-24 21:46:00, 105244.1, 105290.23448275862
2025-01-24 21:47:00, 105237.26666666666, 105290.23448275862
2025-01-24 21:48:00, 105237.26666666666, 105282.76666666666
2025-01-24 21:50:00, 105235.776, 105282.76666666666
2025-01-24 21:52:00, 105235.67692307693, 105282.76666666666
2025-01-24 21:56:00, 105233.58888888889, 105282.76666666666
2025-01-24 21:57:00, 105233.58888888889, 105277.81612903226
2025-01-24 22:01:00, 105229.53214285715, 105277.81612903226
2025-01-24 22:06:00, 105229.53214285715, 105266.721875
2025-01-24 22:08:00, 105219.05172413793, 105266.721875
2025-01-24 22:12:00, 105219.05172413793, 105258.74848484849
2025-01-24 22:19:00, 105219.05172413793, 105255.04411764706
2025-01-24 22:23:00, 105219.30666666667, 105255.04411764706
2025-01-24 22:24:00, 105219.30666666667, 105251.31142857143
2025-01-24 22:26:00, 105217.10322580645, 105251.31142857143
2025-01-24 22:29:00, 105217.10322580645, 105251.64722222222
2025-01-24 22:31:00, 105217.10322580645, 105245.00270270271
2025-01-24 22:34:00, 105207.97812500001, 105245.00270270271
2025-01-24 22:35:00, 105207.97812500001, 105235.25263157894
2025-01-24 22:37:00, 105211.65151515152, 105235.25263157894
2025-01-24 22:38:00, 105211.65151515152, 105232.74102564102
2025-01-24 22:41:00, 105222.6294117647, 105232.74102564102
